15.89,13.14,16.35,15.66,15.77,16.31,15.59,15.86,15.14,15.13,15.83,14.86,14.59,15.4,15.82,15.47
2.506,2.925,2.564,2.268,2.32,2.418,2.265,2.317,2.124,2.103,2.437,2.051,1.999,2.178,2.461,2.197
1.146,1.047,1.344,1.112,1,1,1,1,1,1,1.063,1.067,1.02,1,1.048,1
17.89,13.1,16.45,8.404,15.48,13.92,17.17,20.88,13.97,9.849,12.97,11.21,14.85,9.514,11.81,10.57
0.1196,0.1189,0.1334,0.0827,0.1138,0.08755,0.1274,0.07978,0.09936,0.08253,0.08748,0.07848,0.08929,0.06922,0.1218,0.08725
-0.2997,-1.154,-0.8389,0.03395,-0.5045,-0.4103,-1.356,-0.3779,-0.5789,0.04652,-0.06289,-0.02615,-0.3085,-0.008842,-1.035,-0.6626
15.31,18.4,19.39,5.292,14.68,10.77,19.87,10.34,13.39,5.748,9.903,7.67,12.09,5.792,14.92,10.24
