15.1,15.27,14.79,14.27,14.28,13.67,14.37,13.74,16.24,14.66,14.81,15.1,14.37,13.93,14.34,14.69
2.098,2.136,2.017,1.853,1.846,1.852,1.886,1.84,2.479,1.9,2.028,2.1,1.858,1.88,1.86,1.933
1,1,1.283,1.257,1.486,1.419,1.718,1.244,1.302,1,1.129,1.084,1.343,1.55,1.468,1.22
10.8,9.524,11.27,7.998,10.8,6.736,10.73,7.456,10.26,8.396,11.03,8.426,12.58,6.749,11.74,7.962
0.06827,0.05322,0.06558,0.05207,0.06083,0.05443,0.07026,0.05399,0.07523,0.06901,0.08914,0.1925,0.06322,0.06878,0.07914,0.07238
-0.1737,-0.09028,-0.2429,0.1013,-0.258,0.03727,-0.1388,0.06687,-0.1945,0.05165,-0.3344,-1.683,-0.1943,-0.0997,-0.3516,-0.2487
9.393,6.359,9.992,4.93,10.01,4.256,9.155,4.624,9.718,5.15,10.19,17.24,11.37,4.657,11.1,6.977
