-10.298,7.85
-6.424,7.6634
2.333,7.7172
3.333,-8.0729
4.667,7.762
7,-8.1111
10.333,7.4031
15,-8.3294
0.333,-8.1035
-0.0537,-2.7955
-0.3688,2.4583
-0.6849,7.6427
1.667,-8.3784
1.333,-3.0163
1,2.2234
0.667,7.517
-25,-8.3644
-14.638,-8.449
-7.9276,-8.5825
-5.4602,-8.3935
-3.667,-8.3557
-4.0356,-3.0394
-4.3508,2.2579
-4.6492,7.4575
-2.333,-8.4271
-2.6849,-3.104
-3,2.1515
-3.2795,7.4246
-0.9821,-8.0607
-1.3509,-2.6421
-1.667,2.5436
-2,7.7523
